match_id,date,surface,tourney_name,tourney_level,player1_rank,player2_rank,rank_difference,player1_recent_wins,player1_recent_losses,player1_form_points,player2_recent_wins,player2_recent_losses,player2_form_points,form_difference,h2h_player1_wins,h2h_player2_wins,h2h_total,player1_surface_wins,player1_surface_total,player1_surface_winrate,player2_surface_wins,player2_surface_total,player2_surface_winrate,surface_winrate_diff,is_hard,is_clay,is_grass,is_grand_slam,is_masters,player1_win
105,2020-01-06,Hard,Atp Cup,A,72.0,45.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,1
106,2020-01-06,Hard,Atp Cup,A,119.0,523.0,-404.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,1
107,2020-01-06,Hard,Atp Cup,A,45.0,1.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,0
108,2020-01-06,Hard,Atp Cup,A,999.0,678.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,0
109,2020-01-06,Hard,Atp Cup,A,42.0,11.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,1
110,2020-01-06,Hard,Atp Cup,A,200.0,52.0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,1
111,2020-01-06,Hard,Atp Cup,A,20.0,11.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,0
112,2020-01-06,Hard,Atp Cup,A,26.0,45.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,1
113,2020-01-13,Hard,Auckland,A,69.0,84.0,-15.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.5,-0.5,1,0,0,0,0,1
114,2020-01-13,Hard,Auckland,A,86.0,24.0,62.0,0,0,0,2,1,6,-6,0,0,0,0,0,0.5,2,3,0.6666666666666666,-0.16666666666666663,1,0,0,0,0,0
115,2020-01-13,Hard,Auckland,A,16.0,47.0,-31.0,4,1,12,2,0,6,6,0,0,0,4,5,0.8,2,2,1.0,-0.19999999999999996,1,0,0,0,0,0
116,2020-01-13,Hard,Auckland,A,20.0,57.0,-37.0,0,3,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0.5,-0.5,1,0,0,0,0,0
117,2020-01-13,Hard,Auckland,A,77.0,34.0,43.0,0,1,0,3,0,9,-9,0,0,0,0,1,0.0,3,3,1.0,-1.0,1,0,0,0,0,0
118,2020-01-13,Hard,Auckland,A,13.0,57.0,-44.0,2,2,6,0,0,0,6,0,0,0,2,4,0.5,0,0,0.5,0.0,1,0,0,0,0,0
119,2020-01-13,Hard,Auckland,A,69.0,20.0,49.0,0,1,0,0,3,0,0,0,0,0,0,1,0.0,0,3,0.0,0.0,1,0,0,0,0,0
120,2020-01-13,Hard,Auckland,A,24.0,47.0,-23.0,2,1,6,2,0,6,0,0,0,0,2,3,0.6666666666666666,2,2,1.0,-0.33333333333333337,1,0,0,0,0,1
121,2020-01-13,Hard,Auckland,A,34.0,61.0,-27.0,3,0,9,0,0,0,9,0,0,0,3,3,1.0,0,0,0.5,0.5,1,0,0,0,0,1
122,2020-01-13,Hard,Auckland,A,101.0,20.0,81.0,0,1,0,0,3,0,0,0,0,0,0,1,0.0,0,3,0.0,0.0,1,0,0,0,0,0
123,2020-01-13,Hard,Auckland,A,12.0,61.0,-49.0,1,2,3,0,0,0,3,0,0,0,1,3,0.3333333333333333,0,0,0.5,-0.16666666666666669,1,0,0,0,0,0
124,2020-01-13,Hard,Auckland,A,57.0,76.0,-19.0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,1,0.0,0.5,1,0,0,0,0,1
125,2020-01-13,Hard,Auckland,A,24.0,79.0,-55.0,2,1,6,0,0,0,6,0,0,0,2,3,0.6666666666666666,0,0,0.5,0.16666666666666663,1,0,0,0,0,1
126,2020-01-13,Hard,Auckland,A,61.0,63.0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,1,0.0,0.5,1,0,0,0,0,1
127,2020-01-13,Hard,Auckland,A,77.0,49.0,28.0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0,1,0.0,0.0,1,0,0,0,0,1
128,2020-01-13,Hard,Auckland,A,34.0,52.0,-18.0,3,0,9,0,1,0,9,0,0,0,3,3,1.0,0,1,0.0,1.0,1,0,0,0,0,1
129,2020-01-13,Hard,Auckland,A,47.0,227.0,-180.0,2,0,6,0,0,0,6,0,0,0,2,2,1.0,0,0,0.5,0.5,1,0,0,0,0,1
130,2020-01-13,Hard,Auckland,A,62.0,86.0,-24.0,2,2,6,0,0,0,6,0,0,0,2,4,0.5,0,0,0.5,0.0,1,0,0,0,0,0
131,2020-01-13,Hard,Auckland,A,43.0,84.0,-41.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.5,-0.5,1,0,0,0,0,0
132,2020-01-13,Hard,Auckland,A,69.0,85.0,-16.0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.5,-0.5,1,0,0,0,0,1
133,2020-01-13,Hard,Auckland,A,999.0,101.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,1,0.0,0.5,1,0,0,0,0,0
134,2020-01-13,Hard,Auckland,A,100.0,76.0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,1,0.0,0.5,1,0,0,0,0,0
135,2020-01-13,Hard,Auckland,A,46.0,57.0,-11.0,2,1,6,0,0,0,6,0,0,0,2,3,0.6666666666666666,0,0,0.5,0.16666666666666663,1,0,0,0,0,0
136,2020-01-13,Hard,Auckland,A,58.0,146.0,-88.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.0,1,0,0,0,0,0
